3, 10
4, 11
5, 10
6, 14
7, 12
8, 10
9, 15
10, 9
11, 12
12, 12
13, 10
14, 14
15, 11
16, 11
17, 10
18, 11
19, 12
20, 13
21, 9
22, 13
23, 8
24, 12
25, 13
26, 12
27, 13
28, 11
29, 12
30, 13
31, 11
32, 13
33, 12
34, 13
35, 9
36, 8
37, 10
38, 10
39, 12
40, 15
41, 12
42, 14
43, 9
44, 12
45, 11
46, 10
47, 9
48, 11
49, 12
50, 14
51, 14
52, 12
53, 13
54, 12
55, 12
56, 9
57, 10
58, 12
59, 11
60, 12
61, 11
62, 10
63, 11
64, 12
65, 11
66, 12
67, 14
68, 12
69, 12
70, 12
71, 11
72, 13
73, 12
74, 12
75, 12
76, 13
77, 14
78, 10
79, 12
80, 14
81, 6
82, 9
83, 11
84, 10
85, 11
86, 12
87, 12
88, 15
89, 11
90, 13
91, 11
92, 9
93, 14
94, 15
95, 12
96, 15
97, 12
98, 12
99, 10
100, 14
101, 13
102, 11
103, 12
104, 10
105, 12
106, 12
107, 10
108, 11
109, 9
110, 10
111, 12
112, 10
113, 11
114, 11
115, 13
116, 12
117, 17
118, 14
119, 14
120, 13
121, 10
122, 15
123, 12
124, 10
125, 13
126, 12
127, 12
128, 13
129, 15
130, 11
131, 11
132, 9
133, 15
134, 11
135, 13
136, 14
137, 15
138, 14
139, 14
