140, 14
141, 11
142, 13
143, 17
144, 14
145, 8
146, 11
147, 9
148, 11
149, 17
150, 14
151, 14
152, 12
153, 9
154, 12
155, 13
156, 6
157, 7
158, 10
159, 10
160, 14
161, 9
162, 6
163, 14
164, 13
165, 5
166, 14
167, 10
168, 11
169, 10
170, 12
171, 12
172, 12
173, 11
174, 14
175, 16
176, 15
177, 13
178, 8
179, 10
180, 20
181, 4
182, 12
183, 12
184, 14
185, 13
186, 7
187, 13
188, 5
189, 6
190, 13
191, 10
192, 2
193, 12
194, 11
195, 4
196, 9
197, 6
198, 8
199, 4
200, 10
201, 4
202, 8
203, 12
204, 9
205, 12
206, 14
207, 15
208, 11
209, 16
210, 14
211, 11
212, 14
213, 11
214, 11
215, 11
216, 14
217, 14
218, 12
219, 12
220, 12
221, 12
222, 15
223, 11
224, 11
225, 14
226, 11
227, 11
228, 11
229, 11
230, 13
231, 11
232, 8
233, 12
234, 10
235, 14
236, 15
237, 10
238, 10
239, 12
240, 13
241, 15
242, 12
243, 13
244, 12
245, 12
246, 14
247, 11
248, 12
249, 14
250, 10
251, 13
252, 13
253, 12
254, 10
255, 12
256, 12
257, 15
258, 13
259, 11
260, 12
261, 16
262, 13
263, 12
264, 12
265, 13
266, 14
267, 10
268, 13
269, 13
270, 11
271, 18
272, 6
273, 11
274, 12
275, 13
276, 11
277, 14
278, 17
279, 8
280, 12
281, 15
282, 13
283, 15
284, 11
285, 14
286, 10
287, 11
288, 17
289, 12
290, 11
291, 14
292, 11
293, 16
294, 13
295, 8
296, 16
297, 10
298, 11
299, 11
300, 11
301, 13
302, 12
303, 13
304, 13
305, 11
306, 12
307, 9
308, 11
309, 11
310, 13
311, 11
312, 11
313, 12
314, 16
315, 15
316, 15
317, 13
318, 10
319, 12
320, 18
321, 17
322, 15
323, 14
324, 11
325, 13
326, 10
327, 11
328, 11
329, 17
330, 16
331, 13
332, 10
333, 7
334, 12
335, 10
336, 12
337, 9
338, 12
339, 11
340, 15
341, 14
342, 12
343, 11
344, 9
345, 10
346, 12
347, 15
348, 11
349, 14
350, 12
351, 9
352, 13
353, 12
354, 15
355, 16
356, 16
357, 10
358, 11
359, 11
360, 13
361, 13
362, 12
363, 11
364, 15
365, 9
366, 15
367, 9
368, 11
369, 11
370, 12
371, 9
372, 12
373, 12
374, 9
375, 10
376, 10
377, 15
378, 10
379, 14
380, 11
381, 13
382, 12
383, 10
384, 12
385, 16
386, 12
387, 12
388, 13
389, 13
390, 12
391, 14
392, 11
393, 13
394, 12
395, 7
396, 12
397, 12
398, 9
399, 12
400, 9
401, 8
402, 15
403, 11
404, 10
405, 11
406, 11
407, 11
408, 9
409, 7
410, 13
411, 13
412, 12
413, 11
414, 11
415, 14
416, 11
417, 10
418, 12
419, 12
420, 11
421, 12
422, 11
423, 16
424, 9
425, 11
426, 11
427, 12
428, 14
429, 14
430, 11
431, 16
432, 10
433, 13
434, 12
435, 12
436, 8
437, 10
438, 10
439, 11
440, 13
441, 13
442, 10
443, 8
444, 8
445, 12
446, 13
447, 11
448, 11
449, 11
450, 9
451, 13
452, 14
453, 11
454, 14
455, 11
456, 10
457, 11
458, 13
459, 12
460, 10
461, 9
462, 9
463, 16
464, 14
465, 13
466, 13
467, 13
468, 12
469, 10
470, 10
471, 13
472, 11
473, 14
474, 11
475, 15
476, 16
477, 9
478, 11
479, 10
480, 10
481, 11
482, 13
483, 12
484, 12
485, 13
486, 11
487, 12
488, 12
489, 9
490, 10
491, 13
492, 13
493, 10
494, 10
495, 10
496, 10
497, 11
498, 13
499, 15
500, 9
501, 10
502, 17
503, 13
504, 13
505, 14
506, 15
507, 10
508, 10
509, 11
510, 11
511, 15
512, 13
513, 10
514, 16
515, 10
516, 14
517, 11
518, 11
519, 13
520, 13
521, 7
522, 11
523, 15
524, 12
525, 12
526, 12
527, 13
528, 15
529, 12
530, 13
531, 14
532, 13
533, 14
534, 15
535, 14
536, 15
537, 11
538, 10
539, 11
540, 13
541, 10
542, 13
543, 10
544, 14
545, 13
546, 12
547, 8
548, 11
549, 14
550, 13
551, 7
552, 12
553, 13
554, 12
555, 12
556, 11
557, 10
558, 15
559, 13
560, 12
561, 10
562, 12
563, 10
564, 13
565, 10
566, 11
567, 15
568, 12
569, 12
570, 12
571, 12
572, 9
573, 12
574, 15
575, 11
576, 13
577, 10
578, 12
579, 15
580, 10
581, 12
582, 11
583, 12
584, 14
585, 9
586, 10
587, 14
588, 13
589, 13
590, 9
591, 11
592, 8
593, 11
594, 10
595, 11
596, 12
597, 11
598, 10
599, 12
600, 13
601, 10
602, 12
603, 12
604, 11
605, 11
606, 13
607, 14
608, 10
609, 13
610, 10
611, 11
612, 12
613, 15
614, 15
615, 8
616, 12
617, 10
618, 13
619, 12
620, 12
621, 14
622, 11
623, 8
624, 14
625, 13
626, 11
627, 14
628, 12
629, 13
630, 17
631, 10
632, 14
633, 14
634, 10
635, 12
636, 12
637, 12
638, 10
639, 11
640, 14
641, 11
642, 10
643, 13
644, 12
645, 10
646, 16
647, 12
648, 15
649, 10
650, 19
651, 13
652, 9
653, 9
654, 9
655, 12
656, 12
657, 13
658, 11
659, 15
660, 13
661, 12
662, 13
663, 13
664, 14
665, 11
666, 12
667, 11
668, 10
669, 11
670, 12
671, 11
672, 12
673, 12
674, 13
675, 11
676, 16
677, 6
678, 12
679, 12
680, 9
681, 12
682, 10
683, 11
684, 12
685, 11
686, 15
687, 12
688, 15
689, 13
690, 11
691, 15
692, 12
693, 10
694, 12
695, 9
696, 16
697, 13
698, 11
699, 13
700, 15
701, 12
702, 14
703, 12
704, 10
705, 10
706, 14
707, 10
708, 14
709, 11
710, 11
711, 11
712, 15
713, 11
714, 14
715, 12
716, 13
717, 13
718, 10
719, 15
720, 13
721, 14
722, 14
723, 14
724, 18
725, 5
726, 10
727, 13
728, 12
729, 13
730, 10
731, 11
732, 11
733, 14
734, 11
735, 12
736, 11
737, 14
738, 11
739, 6
740, 10
741, 12
742, 9
743, 13
744, 11
745, 11
746, 14
747, 13
748, 11
749, 14
750, 10
751, 10
752, 15
753, 7
754, 12
755, 15
756, 14
757, 15
758, 11
759, 11
760, 12
761, 10
762, 16
763, 12
764, 12
765, 11
766, 11
767, 11
768, 12
769, 8
770, 13
771, 11
772, 14
773, 12
774, 11
775, 13
776, 13
777, 13
778, 12
779, 13
780, 15
781, 12
782, 12
783, 11
784, 11
785, 13
786, 9
787, 13
788, 13
789, 13
790, 10
791, 11
792, 10
793, 8
794, 13
795, 9
796, 14
797, 13
798, 11
799, 12
800, 15
801, 14
802, 8
803, 15
804, 14
805, 11
806, 10
807, 12
808, 9
809, 13
810, 11
811, 15
812, 12
813, 10
814, 11
815, 11
816, 7
817, 11
818, 12
819, 12
820, 15
821, 14
822, 11
823, 12
824, 15
825, 11
826, 11
827, 11
828, 17
829, 12
830, 11
831, 11
832, 11
833, 8
834, 13
835, 12
836, 13
837, 11
838, 16
839, 14
840, 11
841, 12
842, 12
843, 15
844, 10
845, 13
846, 13
847, 12
848, 14
849, 12
850, 9
851, 12
852, 15
853, 13
854, 13
855, 11
856, 10
857, 10
858, 11
859, 16
860, 15
861, 13
862, 8
863, 14
864, 10
865, 9
866, 9
867, 12
868, 11
869, 14
870, 9
871, 8
872, 15
873, 13
874, 10
875, 11
876, 13
877, 15
878, 12
879, 13
880, 11
881, 14
882, 14
883, 12
884, 15
885, 10
886, 10
887, 15
888, 17
889, 13
890, 13
891, 11
892, 15
893, 9
894, 12
895, 13
896, 13
897, 12
898, 8
899, 10
900, 12
901, 11
902, 11
903, 13
904, 8
905, 12
906, 8
907, 12
908, 12
909, 16
910, 12
911, 14
912, 11
913, 9
914, 15
915, 11
916, 12
917, 13
918, 10
919, 10
920, 12
921, 14
922, 10
923, 14
924, 11
925, 12
926, 12
927, 13
928, 13
929, 14
930, 16
931, 13
932, 12
933, 11
934, 12
935, 15
936, 13
937, 10
938, 13
939, 11
940, 13
941, 11
942, 10
943, 13
944, 12
945, 13
946, 13
947, 13
948, 12
949, 12
950, 14
951, 14
952, 11
953, 15
954, 6
955, 14
956, 13
957, 12
958, 10
959, 13
960, 11
961, 12
962, 12
963, 12
964, 16
965, 15
966, 11
967, 11
968, 13
969, 10
970, 13
971, 9
972, 12
973, 9
974, 13
975, 8
976, 11
977, 11
978, 15
979, 11
